channel_id,playlist_id,topic,Channel,PublishedAt,avg_views,avg_likes,avg_comments,num_videos,subscribers_counts,category_of_topic,playlist_total_duration
UCc5FkTYiWH5L3Gk5IyW6Rmw,PLbGui_ZYuhigerSlDF_v1t1mM2iGomXnq,Express.js,GeekyShows,2021-11-02T08:08:39Z,14886.0,333.0,26.0,34.0,542000,Web Development,18h 8m 4s
UC7uzuZJIYzcxV9JJ1yAtHHg,PL78RhpUUKSwfeSOOwfE9x6l5jTjn5LbY3,Express.js,CompleteCodingbyPrashantSir,2024-09-19T12:01:53Z,22212.0,582.0,120.0,44.0,220000,Web Development,24h 29m 33s
UCc7gpqMnnOSbU_F2-5MVVZw,PLbtI3_MArDOkXRLxdMt1NOMtCS-84ibHH,Express.js,SheryiansCodingSchool,2024-04-13T14:57:46Z,86260.0,2801.0,364.0,58.0,512000,Web Development,15h 5m 35s
UCOknqk-MSOCf3SANW8Wumfg,PLRKyZvuMYSIMjYhIwc6vP2eVb9JI6Phsv,Express.js,CheezyCode,2022-05-17T16:16:03Z,20621.0,435.0,67.0,7.0,75300,Web Development,1h 42m 36s
UCf9T51_FmMlfhiGpoes0yFA,PLinedj3B30sDby4Al-i13hQJGQoRQDfPo,Express.js,PiyushGarg,2023-01-03T06:49:44Z,133523.0,2961.0,122.0,96.0,244000,Web Development,16h 4m 1s
UCFM3gG5IHfogarxlKcIHCAg,PLHiZ4m8vCp9PHnOIT7gd30PCBoYCpGoQM,Express.js,LearnwithSumitLWSBangladesh,2020-10-20T19:04:54Z,36376.0,1074.0,102.0,36.0,154000,Web Development,23h 2m 45s
UCZZf68iczsVGgFtUPcqLTzA,PLuHGmgpyHfRx4rP_5VdE33LNKrYe4FvQw,Express.js,TechinfoYT,2022-09-05T06:04:51Z,21937.0,195.0,49.0,20.0,34700,Web Development,5h 34m 54s
UCmEn3YXeBj_oeYLp4X5GcCg,PL05sYGJyIXMrEMFmkUzX3WCfqDRfpGZPJ,Express.js,CodewithScaler,2023-03-01T09:05:50Z,2991.0,54.0,4.0,13.0,9140,Web Development,4h 7m 46s
UCl-HgHmS4p2OuluyW6TqkLQ,PL5OhSdfH4uDsTb_wWjJh81eLq46lgP8fU,Express.js,TheTechzeen,2024-06-15T16:13:47Z,544.0,23.0,5.0,35.0,4990,Web Development,6h 59m 32s
UCvjXo25nY-WMCTEXZZb0xsw,PL_cUvD4qzbkwp6pxx27pqgohrsP8v1Wj2,Express.js,AnsontheDeveloper,2022-01-27T00:08:21Z,14288.0,283.0,13.0,20.0,62100,Web Development,5h 21m 34s
UCmIu_lfYrSnfnNhH6kmcG2Q,PL2PkZdv6p7Zmu51_FBoNDcv8Bk8bXODvH,Express.js,CoderDost,2020-12-12T16:03:37Z,39183.0,775.0,67.0,38.0,84700,Web Development,15h 7m 0s
UC_w56RtvZI31rKoe43tRCog,PL6SEI86zExmsdxwsyEQcFpF9DWmvttPPu,Ruby on Rails,APPSIMPACTAcademy,2021-10-20T18:12:12Z,4856.0,68.0,6.0,109.0,5160,Web Development,21h 25m 48s
UCIQmhQxCvLHRr3Beku77tww,PLm8ctt9NhMNV75T9WYIrA6m9I_uw7vS56,Ruby on Rails,GoRails,2021-01-17T15:51:57Z,20196.0,185.0,17.0,45.0,28100,Web Development,4h 50m 49s
UCTVFsSXfi8B7WOdw-jDM4-w,PLSfx1NJkuWPWlVjFy5datW4Y-54ltIFw7,Ruby on Rails,APPSIMPACTAcademyHindi,2022-07-31T07:59:32Z,2267.0,37.0,5.0,98.0,787,Web Development,11h 47m 41s
UC0iJuDcwwuipQ-gwlE2vjzw,PLoDt3UyLUtch1KR0U_UZ9GXJ5NRe-7BAh,Ruby on Rails,RajatTalesra,2024-01-14T11:24:13Z,579.0,18.0,5.0,101.0,1920,Web Development,34h 20m 37s
UCRQv-3VvPT9mArF5RfrlpKQ,PL3mtAHT_eRezB9fnoIcKS4vYFjm23vddb,Ruby on Rails,Deanin,2022-01-31T09:10:15Z,8252.0,136.0,19.0,29.0,19400,Web Development,12h 41m 51s
UCFpCo01pOGe4tEbOTnn4_UQ,PLgPJX9sVy92yV7Qt6_8ElC9paGWdtdIbb,Ruby on Rails,CSGeeks,2017-08-21T06:47:19Z,9068.0,72.0,9.0,21.0,36100,Web Development,3h 5m 19s
UC3gO0o6xe18NQ-TvJOXXCKA,PLsikuZM13-0zOytkeVGSKk4VTTgE8x1ns,Ruby on Rails,upGradKnowledgeHut,2020-10-28T14:05:33Z,8658.0,105.0,2.0,6.0,61600,Web Development,37h 2m 53s
UCIQmhQxCvLHRr3Beku77tww,PLm8ctt9NhMNWD939gE728i13W999EFS0n,Ruby on Rails,GoRails,2023-04-03T20:20:58Z,8057.0,116.0,13.0,21.0,28100,Web Development,5h 17m 9s
UC97QawnU-IBi7UL_FtHtjCQ,PLjSJtL6ZxZKniesRiB5DHD7OWzKMIKWJp,Ruby on Rails,nextous,2023-01-18T21:07:10Z,44.0,0.0,0.0,125.0,39,Web Development,14h 14m 51s
UCO2rjYM6hJ4zS9UgS4BWauA,PLFu6kWRx3ksMEMptc9poIo5TNT_T0ujwE,Ruby on Rails,DevShivanshVasu,2024-08-18T12:40:40Z,238.0,10.0,4.0,9.0,1610,Web Development,5h 22m 54s
UC9zbLaqReIdoFfzdUbh13Nw,PLHFP2OPUpCebdA4-xR07SPpoBWVERkHR6,Ruby on Rails,RubyonRails,2024-12-13T21:03:10Z,7952.0,356.0,22.0,9.0,15600,Web Development,1h 55m 18s
UCs_TbqEOs7ykOedlFPkmC8A,PLWWB_UKBNWcuATKL6_MjSkPOMckEgYpcD,Ruby on Rails,AJTechnical,2021-03-21T12:13:50Z,1936.0,44.0,10.0,14.0,298,Web Development,2h 42m 52s
UCfd8A1xfzqk7veapUhe8hLQ,PLl8zUt1K8heUDsRDGwXw-tj_6WJZOnENt,Ruby on Rails,CoreysCorner,2021-08-16T19:02:14Z,4202.0,31.0,0.0,7.0,694,Web Development,1h 34m 11s
UC_w56RtvZI31rKoe43tRCog,PL6SEI86zExmtPEhIPXhqLAScDURdT5z19,Ruby on Rails,APPSIMPACTAcademy,2021-07-28T04:42:50Z,1889.0,37.0,3.0,25.0,5160,Web Development,4h 0m 45s
UC9zbLaqReIdoFfzdUbh13Nw,PLHFP2OPUpCeb182aDN5cKZTuyjn3Tdbqx,Ruby on Rails,RubyonRails,2024-09-18T13:12:41Z,8011.0,252.0,16.0,31.0,15600,Web Development,13h 9m 10s
UC59K-uG2A5ogwIrHw4bmlEg,PLsyeobzWxl7qbKoSgR5ub6jolI8-ocxCF,Spring Boot,Telusko,2024-04-26T12:11:19Z,76223.0,1464.0,146.0,41.0,2550000,Web Development,8h 47m 35s
UCYt1sfh5464XaDBH0oH_o7Q,PLqq-6Pq4lTTbx8p2oCgcAQGQyqN8XeA1x,Spring Boot,JavaBrains,2016-12-23T10:04:22Z,609201.0,2633.0,120.0,34.0,687000,Web Development,3h 18m 1s
UCK0gwZDfvx-5jXfhi2cTCdA,PLA3GkZPtsafacdBLdd3p1DyRd5FGfr3Ue,Spring Boot,EngineeringDigest,2023-10-01T18:12:46Z,48933.0,1002.0,94.0,47.0,153000,Web Development,15h 26m 51s
UC-Gn7EgShAINFthjuzxi9PQ,PL0zysOflRCelmjxj-g4jLr3WKraSU_e8q,Spring Boot,LearnCodeWithDurgesh,2020-08-05T09:14:58Z,88126.0,1405.0,73.0,124.0,326000,Web Development,55h 25m 44s
UCDJ2HAZ_hW-DMJj_U0zN38w,PL6W8uoQQ2c60g6_fcjDCLHSx1LBeVYqyZ,Spring Boot,ConceptCodingbyShrayansh,2024-02-04T18:21:53Z,25178.0,487.0,64.0,41.0,176000,Web Development,26h 41m 58s
UC4C20Zelty7V0fuy5uTHdjQ,PLlhM4lkb2sEgJDGj2zOJnp0y5A5E6li1k,Spring Boot,SmartProgramming,2023-09-18T10:58:07Z,29891.0,525.0,32.0,43.0,291000,Web Development,19h 50m 34s
UC4C20Zelty7V0fuy5uTHdjQ,PLlhM4lkb2sEhcrb1-4eyDE-rXnGNVYsek,Spring Boot,SmartProgramming,2024-05-23T11:41:15Z,17195.0,345.0,34.0,18.0,291000,Web Development,10h 58m 42s
UCSMkAXZB0IMmC-7eTUIae-w,PLzUMQwCOrQTksiYqoumAQxuhPNa3HqasL,Spring Boot,Devtiro,2023-02-13T14:58:58Z,32753.0,920.0,38.0,25.0,21700,Web Development,14h 46m 51s
UC1Be9fnFTlcsUlejgfqag0g,PLGRDMO4rOGcNSBOJOlrgQqGpIgo6_VZgR,Spring Boot,JavaGuides,2019-08-09T17:02:05Z,75053.0,1083.0,48.0,134.0,171000,Web Development,110h 54m 32s
UCF616HJ_ktmUA08iJm_0lsw,PLKw5hWNdBUGSgL_Hdv1j9RUaFWmoCHYBP,Spring Boot,OussamaBenney,2022-12-25T19:24:14Z,29450.0,413.0,20.0,17.0,17,Web Development,35h 8m 5s
UCrDhhfIrq-Oc1EBVHWqYhUw,PLRjWo99hnirwyafPfaxfu0psMR0hUmdQc,Spring Boot,KelasKoding,2021-03-21T16:40:28Z,4714.0,93.0,17.0,35.0,4540,Web Development,19h 59m 19s
UC8p1UExmn1q6KO0l2GHQlwA,PL-bgVzzRdaPhNeXyQBtp8hMlUc14J2kRK,Spring Boot,CodeSnippet,2024-06-12T13:31:17Z,9095.0,250.0,33.0,39.0,17600,Web Development,15h 42m 52s
UCdw_PocG9G8-y4f6wYkz8og,PLgWpUXNR_WCc_VontznRnCUdul5Zp1x3c,Spring Boot,Payilagam,2021-07-06T05:13:58Z,50640.0,677.0,38.0,14.0,182000,Web Development,17h 2m 5s
UCP8UHL_PrV4-GJE3IR8RU4g,PL8ZeRCFAAEvTCdCDoN4OSH84a_zyVGSh8,Spring Boot,CodeWithRamy,2023-03-08T12:06:49Z,2214.0,52.0,3.0,44.0,7320,Web Development,18h 20m 11s
UC14ZKB9XsDZbnHVmr4AmUpQ,PL-CtdCApEFH8bV3sla0QfmMnJQ4YX_wR1,Spring Boot,ProgrammerZamanNow,2021-10-08T01:53:23Z,14242.0,213.0,21.0,11.0,285000,Web Development,25h 50m 4s
UCCTVrRB5KpIiK6V2GGVsR1Q,PL6n9fhu94yhXQS_p1i-HLIftB9Y7Vnxlo,ASP.NET,kudvenkat,2012-10-13T22:17:21Z,144374.0,490.0,37.0,172.0,843000,Web Development,39h 18m 34s
UCxclWQu6j7FOAEiUHr3arQQ,PLMoluEXvWXK6Q1h-5vVX4tzX7-O2FdgZA,ASP.NET,CoderBaba,2022-05-09T09:50:01Z,5501.0,69.0,6.0,72.0,38600,Web Development,45h 32m 31s
UCvHlMJ_oYZL5blW6HvUA0Fg,PLbsXhdgwIKL1g2vE86yGBK_RYuqt98yWL,ASP.NET,ComputerHindiNotes,2019-11-06T14:28:24Z,30384.0,595.0,17.0,24.0,34800,Web Development,3h 52m 8s
UC4o8Fdpv3g_AjgShAeivqpA,PLVlQHNRLflP-KLZMsAwSy8W6CCsT97LZ3,ASP.NET,NareshiTechnologies,2017-12-02T13:09:35Z,89784.0,764.0,34.0,18.0,1320000,Web Development,8h 1m 4s
UCCTVrRB5KpIiK6V2GGVsR1Q,PL6n9fhu94yhVkdrusLaQsfERmL_Jh4XmU,ASP.NET,kudvenkat,2018-03-05T21:22:30Z,146707.0,1155.0,63.0,124.0,843000,Web Development,20h 3m 27s
UCHTv2TlGzL8iM4OklEC9Piw,PLASTeDjso-U0MafqiUpAU49YoU-LHux02,ASP.NET,IndianSchoolOfCoding,2024-08-20T13:35:32Z,143.0,4.0,1.0,62.0,1120,Web Development,31h 0m 5s
UCCqmbn5-z_t15tYbUreWcNA,PL82C6-O4XrHfrGOCPmKmwTO7M0avXyQKc,ASP.NET,TeddySmith,2023-11-30T15:38:36Z,39958.0,810.0,42.0,30.0,76800,Web Development,5h 9m 43s
UCCTVrRB5KpIiK6V2GGVsR1Q,PL6n9fhu94yhVm6S8I2xd6nYz2ZORd7X2v,ASP.NET,kudvenkat,2013-04-25T20:55:44Z,224468.0,579.0,52.0,100.0,843000,Web Development,18h 7m 10s
UCBwvQc_3OkejVEZbHjqiNTg,PL59L9XrzUa-nqfCHIKazYMFRKapPNI4sP,ASP.NET,RahulNath,2020-07-02T03:24:26Z,25940.0,621.0,99.0,42.0,34700,Web Development,16h 49m 20s
UCHcI-XRFDohbnVOWPdrtzkQ,PL18HZjtdIA4Al-wYHC-i2TA-lgXLvHVmB,ASP.NET,TechnologyKeeda,2020-01-20T07:46:33Z,7186.0,70.0,13.0,184.0,22100,Web Development,40h 35m 11s
UCCTVrRB5KpIiK6V2GGVsR1Q,PL6n9fhu94yhW7yoUOGNOfHurUE6bpOO2b,ASP.NET,kudvenkat,2016-08-24T20:53:18Z,280116.0,1016.0,71.0,39.0,843000,Web Development,6h 55m 29s
UCCqmbn5-z_t15tYbUreWcNA,PL82C6-O4XrHde_urqhKJHH-HTUfTK6siO,ASP.NET,TeddySmith,2022-02-14T00:01:11Z,36316.0,556.0,36.0,20.0,76800,Web Development,7h 53m 6s
UC2Us1KkV7BMm5Rp6tV6tTxg,PLaFzfwmPR7_LTXu0Vz9Zz_Y0OMMC7ArHZ,ASP.NET,WebGentle,2020-02-01T18:33:40Z,25390.0,312.0,21.0,120.0,89900,Web Development,22h 1m 49s
UCWl3VcGA8L0ZlEZoR8srTlg,PL_yq9hmeKAk_5bdDzHBdqe5LGrZMxawOl,ASP.NET,HenriqueEduardoSouza,2022-08-24T15:25:21Z,2087.0,77.0,5.0,24.0,11700,Web Development,10h 50m 6s
UC2Us1KkV7BMm5Rp6tV6tTxg,PLaFzfwmPR7_JuVN71I9pEpN8JadDTh0rg,ASP.NET,WebGentle,2017-12-10T09:57:28Z,67318.0,668.0,49.0,80.0,89900,Web Development,23h 25m 47s
UCh9nVJoWXmFb7sLApWGcLPQ,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,TensorFlow,codebasics,2020-07-10T22:15:04Z,222950.0,4558.0,176.0,116.0,1260000,Data Science & AI,18h 28m 46s
UCkw4JCwteGrDHIsyIIKo4tQ,PL9ooVrP1hQOFJ8UZl86fYfmB1_P5yGzBT,TensorFlow,edureka,2018-09-11T10:55:34Z,173643.0,2470.0,101.0,33.0,4360000,Data Science & AI,21h 10m 56s
UCNzs7V6xG5GO0i_i6Grojyw,PLfP3JxW-T70FcAYcw4vAppLpiw3AdsAU-,TensorFlow,IndianAIProduction,2021-05-25T02:55:09Z,7447.0,145.0,13.0,19.0,60100,Data Science & AI,5h 40m 5s
UCkzW5JSFwvKRjXABI-UTAkQ,PLhhyoLH6IjfxVOdVC1P1L5z5azs0XjMsb,TensorFlow,AladdinPersson,2020-08-08T15:17:44Z,70611.0,1038.0,60.0,20.0,85900,Data Science & AI,6h 42m 46s
UCsvqVGtbbyHaMoevxPAq9Fg,PLEiEAq2VkUUKA0SFt2J3RUVc61Sn_lkXC,TensorFlow,Simplilearn,2020-07-17T11:54:15Z,61595.0,760.0,131.0,9.0,5070000,Data Science & AI,14h 9m 51s
UCbXgNpp0jedKWcQiULLbDTA,PLqnslRFeH2Uqfv1Vz3DqeQfy0w20ldbaV,TensorFlow,PatrickLoeber,2020-09-27T14:59:59Z,33221.0,539.0,32.0,11.0,280000,Data Science & AI,3h 17m 42s
UCsvqVGtbbyHaMoevxPAq9Fg,PLEiEAq2VkUUK0XdlDw_VaLZe54gPTaY8B,TensorFlow,Simplilearn,2020-11-08T14:22:38Z,40039.0,594.0,70.0,23.0,5070000,Data Science & AI,45h 35m 14s
UC0rqucBdTuFTjJiefW5t-IQ,PLQY2H8rRoyvwLbzbnKJ59NkZvQAW9wLbx,TensorFlow,TensorFlow,2018-03-23T19:19:29Z,157527.0,2448.0,73.0,49.0,613000,Data Science & AI,5h 7m 34s
UCfzlCWGWYyIQ0aLC5w48gBQ,PLQVvvaa0QuDfhTox0AjmQ6tvTgMBZBEXN,TensorFlow,sentdex,2018-08-11T14:17:05Z,378293.0,5753.0,493.0,22.0,1400000,Data Science & AI,3h 26m 7s
UCLI5I1QwKqQn0Cf4nzdGKeQ,PLOzRYVm0a65cTV_t0BYj-nV8VX_Me6Es3,TensorFlow,NPTELIITBombay,2019-08-21T05:21:11Z,13510.0,53.0,5.0,34.0,108000,Data Science & AI,15h 58m 18s
UCY47Bv-7rvfz4JTdW5173Hw,PLPzjifo9TUNW5NmVQVeQNd9jNrRRJMVOG,TensorFlow,DigitalDaru,2021-10-25T07:03:13Z,10277.0,213.0,10.0,26.0,21400,Data Science & AI,5h 50m 41s
UC0rqucBdTuFTjJiefW5t-IQ,PLQY2H8rRoyvzIuB8rZXs7pfyjiSUs8Vza,TensorFlow,TensorFlow,2019-05-14T00:11:17Z,15357.0,256.0,9.0,24.0,613000,Data Science & AI,16h 54m 16s
UC0rqucBdTuFTjJiefW5t-IQ,PLQY2H8rRoyvy2MiyUBz5RWZr5MPFkV3qz,TensorFlow,TensorFlow,2021-07-19T03:31:43Z,27074.0,335.0,9.0,18.0,613000,Data Science & AI,2h 15m 40s
UC0rqucBdTuFTjJiefW5t-IQ,PLQY2H8rRoyvy2_vtWvCpQWM9GJXNTa5rV,TensorFlow,TensorFlow,2019-05-02T23:41:36Z,139383.0,2663.0,66.0,18.0,613000,Data Science & AI,10h 26m 45s
UCbXgNpp0jedKWcQiULLbDTA,PLqnslRFeH2UrcDBWF5mfPGpqQDSta6VK4,PyTorch,PatrickLoeber,2019-12-22T08:05:19Z,132597.0,1942.0,104.0,22.0,280000,Data Science & AI,6h 51m 0s
UCCWi3hpnq_Pe03nGxuS7isg,PLKnIA16_Rmvboy8bmDCjwNHgTaYH2puK7,PyTorch,CampusX,2024-11-13T19:34:07Z,19537.0,805.0,86.0,14.0,315000,Data Science & AI,10h 54m 59s
UCFB0dxMudkws1q8w5NJEAmw,PLCC34OHNcOtpcgR9LEYSdi9r7XIbpkpK1,PyTorch,Codemycom,2023-04-24T18:08:51Z,26967.0,658.0,28.0,19.0,248000,Data Science & AI,3h 39m 17s
UCNU_lfiiWBdtULKOw6X0Dig,PLZoTAELRMXVNxYFq_9MuiUdn2YnlFqmMK,PyTorch,KrishNaik,2020-07-12T13:18:23Z,45218.0,708.0,37.0,6.0,1160000,Data Science & AI,3h 22m 4s
UCkzW5JSFwvKRjXABI-UTAkQ,PLhhyoLH6IjfxeoooqP9rhU3HJIAVAJ3Vz,PyTorch,AladdinPersson,2020-05-07T09:05:00Z,67082.0,1312.0,90.0,54.0,85900,Data Science & AI,24h 41m 0s
UCmKaoNn0OvxVAe7f_8sXYNQ,PLyMom0n-MBroupZiLfVSZqK5asX8KfoHL,PyTorch,Jovian,2019-11-30T06:00:08Z,37452.0,445.0,34.0,7.0,58200,Data Science & AI,11h 47m 16s
UCWXI5YeOsh03QvJ59PMaXFw,PL_lsbAsL_o2CTlGHgMxNrKhzP97BaG9ZN,PyTorch,PyTorch,2021-04-12T22:02:08Z,77135.0,676.0,22.0,8.0,59500,Data Science & AI,2h 21m 38s
UCKq-lHnyradGRmFClX_ACMw,PLcQVY5V2UY4KzVIok0mWdp-zigfdOKZI-,PyTorch,RyanMattDataScience,2023-11-20T14:37:22Z,2407.0,59.0,6.0,10.0,22200,Data Science & AI,4h 33m 6s
UC8butISFwT-Wl7EV0hUK0BQ,PLWKjhJtqVAbm3T2Eq1_KgloC7ogdXxdRa,PyTorch,freeCodeCamporg,2020-05-26T20:43:01Z,111031.0,1961.0,55.0,6.0,10700000,Data Science & AI,12h 5m 27s
UCfzlCWGWYyIQ0aLC5w48gBQ,PLQVvvaa0QuDdeMyHEYc0gxFpYwHY2Qfdh,PyTorch,sentdex,2019-09-23T13:49:55Z,155082.0,2886.0,200.0,8.0,1400000,Data Science & AI,4h 24m 51s
UCCktnahuRFYIBtNnKT5IYyg,PLVHgQku8Z934777aykTOGV20P_O5KMnKa,PyTorch,Intellipaat,2024-08-23T14:08:21Z,4769.0,51.0,9.0,7.0,11700000,Data Science & AI,2h 7m 45s
UC4UJ26WkceqONNF5S26OiVw,PLZbbT5o_s2xrfNyHZsM6ufI0iZENK9xgG,PyTorch,deeplizard,2018-09-03T05:10:12Z,70646.0,1351.0,82.0,20.0,158000,Data Science & AI,3h 58m 37s
UCWXI5YeOsh03QvJ59PMaXFw,PL_lsbAsL_o2BT6aerEKgIoufVD_fodnuT,PyTorch,PyTorch,2022-09-16T20:17:50Z,4650.0,42.0,2.0,11.0,59500,Data Science & AI,1h 12m 2s
UCWXI5YeOsh03QvJ59PMaXFw,PL_lsbAsL_o2CSuhUhJIiW0IkdT5C2wGWj,PyTorch,PyTorch,2022-09-08T18:42:40Z,37039.0,337.0,16.0,6.0,59500,Data Science & AI,0h 50m 40s
UCCktnahuRFYIBtNnKT5IYyg,PLVHgQku8Z9348d6xguTn8zbcUYntz3dQG,scikit-learn,Intellipaat,2022-11-12T14:51:31Z,19232.0,219.0,13.0,19.0,11700000,Data Science & AI,10h 43m 30s
UCs6nmQViDpUw0nuIx9c_WvA,PLS1QulWo1RIa7ha9SewcZlsTQVwL7n7oq,scikit-learn,ProgrammingKnowledge,2019-11-07T20:19:56Z,29944.0,296.0,10.0,18.0,1820000,Data Science & AI,5h 15m 13s
UCLlwFdNls8Nf3vc2pJto1IQ,PLdF3rLdF4ICSDzmnqIueQDdyODJB8TaA0,scikit-learn,AIwithNoor,2023-07-21T06:05:29Z,1029.0,25.0,5.0,43.0,14300,Data Science & AI,18h 14m 31s
UCKq-lHnyradGRmFClX_ACMw,PLcQVY5V2UY4LNmObS0gqNVyNdVfXnHwu8,scikit-learn,RyanMattDataScience,2023-08-06T18:31:31Z,11396.0,287.0,22.0,38.0,22200,Data Science & AI,16h 51m 36s
UC1nrlkYcj3hI8XnQgz8aK_g,PLg8h8Ej1e8l1fhKwMVMLtCaug8jLLT0U_,scikit-learn,CodersArts,2022-12-12T14:36:12Z,3194.0,40.0,2.0,13.0,7730,Data Science & AI,5h 17m 36s
UC5AX7YJ8h8xu2Q7OIUh4uLQ,PLMfAHlb5o1xHu5bkgFWSTdNp6wwGBPRBX,scikit-learn,DataCodeWithSharad,2023-10-28T05:22:45Z,2427.0,70.0,18.0,13.0,7400,Data Science & AI,6h 44m 3s
UCnVzApLJE2ljPZSeQylSEyg,PL5-da3qGB5ICeMbQuqbbCOQWcS6OYBr5A,scikit-learn,DataSchool,2015-04-15T17:55:55Z,217134.0,2945.0,429.0,11.0,252000,Data Science & AI,7h 8m 7s
UCfzlCWGWYyIQ0aLC5w48gBQ,PLQVvvaa0QuDd0flgGphKCej-9jp-QdzZ3,scikit-learn,sentdex,2014-12-22T23:54:40Z,48599.0,337.0,53.0,28.0,1400000,Data Science & AI,7h 40m 25s
UCyte7e0lLMQW3s4Oox-7rQQ,PLmp4AHm0u1g3evuqj8zX3q75GHjfAwOLs,scikit-learn,SanDiegoMachineLearning,2021-10-11T23:44:50Z,2689.0,28.0,1.0,40.0,13200,Data Science & AI,24h 44m 1s
UCmNXJXWONLNF6bdftGY0Otw,PL9XvIvvVL50HZVnfJA2llCyKhqhQxm5Cn,scikit-learn,Codanics,2022-12-11T16:08:59Z,710.0,18.0,4.0,30.0,198000,Data Science & AI,5h 41m 16s
UC7Fs-Fdpe0I8GYg3lboEuXw,PLM8wYQRetTxDHDWU-YBPfKXV3G0TKXvpy,scikit-learn,NormalizedNerd,2019-04-09T06:54:01Z,24500.0,449.0,25.0,10.0,119000,Data Science & AI,2h 9m 29s
UCXGGzUhN8dbySqqs1cdNnbw,PL3Sk77w7CQs-f5TSaLSyU1JXgm85BEPuZ,scikit-learn,ManifoldAILearning,2021-11-03T15:55:12Z,2612.0,38.0,5.0,22.0,5550,Data Science & AI,4h 4m 0s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGdet9XI7qtPzgZQRmBI1GN3,scikit-learn,WsCubeTech,2024-10-01T16:33:41Z,3082.0,64.0,4.0,38.0,3910000,Data Science & AI,4h 37m 8s
UCmpptkXu8iIFe6kfDK5o7VQ,PLO_fdPEVlfKoHQ3Ua2NtDL4nmynQC8YiS,scikit-learn,MachineLearnia,2020-01-06T11:04:20Z,116385.0,2306.0,314.0,11.0,176000,Data Science & AI,4h 11m 20s
UCiM0hH04kGHmn3ftlf5x1NQ,PLSE7WKf_qqo0lmPLmigvXDTDcKcGhre32,scikit-learn,TMQuest,2023-08-17T22:19:09Z,777.0,13.0,0.0,15.0,3380,Data Science & AI,2h 58m 40s
UCh9nVJoWXmFb7sLApWGcLPQ,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO,Keras,codebasics,2020-07-10T22:15:04Z,222950.0,4558.0,176.0,116.0,1260000,Data Science & AI,18h 28m 46s
UCfzlCWGWYyIQ0aLC5w48gBQ,PLQVvvaa0QuDfhTox0AjmQ6tvTgMBZBEXN,Keras,sentdex,2018-08-11T14:17:05Z,378293.0,5753.0,493.0,22.0,1400000,Data Science & AI,3h 26m 7s
UCR1-GEpyOPzT2AO4D_eifdw,PLjy4p-07OYzulelvJ5KVaT2pDlxivl_BN,Keras,JeffHeaton,2016-08-31T18:14:05Z,13191.0,265.0,23.0,76.0,92900,Data Science & AI,15h 25m 31s
UCNU_lfiiWBdtULKOw6X0Dig,PLZoTAELRMXVNph7QAmaz1K_RmdQ2I5EhQ,Keras,KrishNaik,2018-02-22T17:47:06Z,32039.0,403.0,47.0,9.0,1160000,Data Science & AI,1h 49m 15s
UCPy4dc8H1R_CjttiFcrROKA,PL3GCZkoyKK4ehcDlwaVD8fdiS-w2U6nUt,Keras,DWBIADDAVIDEOS,2020-03-07T10:08:31Z,2491.0,35.0,2.0,15.0,15300,Data Science & AI,2h 44m 0s
UCeoXXZ2u_cUQ6CJ-oXpss9w,PLfYPZalDvZDKobMDgXMGbmxaVtazTZy9g,Keras,LearnOpenCV,2023-01-25T13:19:29Z,5488.0,89.0,5.0,9.0,59800,Data Science & AI,2h 50m 52s
UCyte7e0lLMQW3s4Oox-7rQQ,PLmp4AHm0u1g3evuqj8zX3q75GHjfAwOLs,Keras,SanDiegoMachineLearning,2021-10-11T23:44:50Z,2689.0,28.0,1.0,40.0,13200,Data Science & AI,24h 44m 1s
UC4UJ26WkceqONNF5S26OiVw,PLZbbT5o_s2xrwRnXk_yCPtnqqo4_u2YGL,Keras,deeplizard,2017-11-19T01:23:21Z,34770.0,598.0,51.0,21.0,158000,Data Science & AI,3h 21m 8s
UCXGGzUhN8dbySqqs1cdNnbw,PL3Sk77w7CQs-f5TSaLSyU1JXgm85BEPuZ,Keras,ManifoldAILearning,2021-11-03T15:55:12Z,2612.0,38.0,5.0,22.0,5550,Data Science & AI,4h 4m 0s
UC4UJ26WkceqONNF5S26OiVw,PLZbbT5o_s2xrL4F90oKfloWM7ExXT_U_b,Keras,deeplizard,2020-08-26T13:12:56Z,47146.0,678.0,113.0,25.0,158000,Data Science & AI,2h 44m 58s
UCwB7HrnRlOfasrbCJoiZ9Lg,PLVBorYCcu-xX3Ppjb_sqBd_Xf6GqagQyl,Keras,TheSemicolon,2017-02-26T06:18:20Z,71115.0,957.0,52.0,12.0,25400,Data Science & AI,1h 18m 4s
UC3VydBGBl132baPCLeDspMQ,PLTgRMOcmRb3NRHnGZkR_KPHgRTD5bjjkx,Keras,Packt,2020-06-12T07:31:35Z,3210.0,40.0,0.0,6.0,101000,Data Science & AI,0h 55m 29s
UC3VydBGBl132baPCLeDspMQ,PLTgRMOcmRb3Pqe4YCQYbOPBr0FIgTwXm-,Keras,Packt,2018-01-09T10:09:35Z,2285.0,14.0,0.0,7.0,101000,Data Science & AI,0h 42m 49s
