channel_id,playlist_id,topic,Channel,PublishedAt,avg_views,avg_likes,avg_comments,num_videos,subscribers_counts,category_of_topic,playlist_total_duration
UCrCxCxTFL2ytaDrDYrN4_eA,PLQflnv_s49v-RGv6jb_sFOb_of9VOEpKG,Keras,MuratKarakayaAkademi,2020-12-16T10:26:01Z,896.0,16.0,5.0,37.0,12900,Data Science & AI,23h 12m 52s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGdet9XI7qtPzgZQRmBI1GN3,Keras,WsCubeTech,2024-10-01T16:33:41Z,3082.0,64.0,4.0,38.0,3910000,Data Science & AI,4h 37m 8s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGfgBKkIFBkMNGG7qyRfo00W,NumPy,WsCubeTech,2022-03-21T07:43:32Z,56067.0,896.0,21.0,18.0,3910000,Data Science & AI,4h 50m 43s
UCCWi3hpnq_Pe03nGxuS7isg,PLKnIA16_Rmvb-ToL3RQ_bwxG4_ND-0-DT,NumPy,CampusX,2019-10-03T12:58:11Z,30874.0,598.0,21.0,13.0,315000,Data Science & AI,2h 0m 6s
UC4o8Fdpv3g_AjgShAeivqpA,PLVlQHNRLflP8ojs1_66Q3txPQg5jemQrG,NumPy,NareshiTechnologies,2019-10-18T13:04:40Z,21872.0,271.0,8.0,11.0,1320000,Data Science & AI,1h 13m 6s
UCO0KFz5_gtZt-AfyIV2sAkw,PLmRclvVt5Dtlgy6PordwKtiUr7fwjuhfz,NumPy,codeitup,2020-03-16T10:08:10Z,32916.0,707.0,38.0,22.0,279000,Data Science & AI,3h 28m 12s
UCFB0dxMudkws1q8w5NJEAmw,PLCC34OHNcOtpalASMlX2HHdsLNipyyhbK,NumPy,Codemycom,2022-06-07T17:45:23Z,29727.0,861.0,36.0,9.0,248000,Data Science & AI,1h 14m 59s
UCBlphb6_k7X1P28OCYXMsWg,PL9n0l8rSshSnragNblKDBsT8Xu3otp3jA,NumPy,BuildwithAkshit,2020-12-01T18:03:02Z,18449.0,232.0,8.0,93.0,50500,Data Science & AI,4h 12m 47s
UCgnr2Lkl1LZf0IOKRDAoJ2g,PLSwH4ViBDl2TiNlS4NUIXfdFV-kPxMGvc,NumPy,AmitThinks,2023-07-16T15:18:01Z,1748.0,31.0,3.0,26.0,250000,Data Science & AI,9h 51m 10s
UCbjozK_PYCTLEluFlrJ8UZg,PLd3UqWTnYXOlOzsEd1OPeBJ62gF9DJOPI,NumPy,DurgaSoftwareSolutions,2021-05-04T03:47:48Z,11983.0,141.0,16.0,6.0,841000,Data Science & AI,7h 19m 53s
UC5AX7YJ8h8xu2Q7OIUh4uLQ,PLMfAHlb5o1xGe4V0ZGWzYKtDkA9ey5g4a,NumPy,DataCodeWithSharad,2022-05-27T10:38:54Z,4267.0,85.0,12.0,44.0,7400,Data Science & AI,13h 43m 18s
UC63URkuUvnugRBeTNqmToKg,PLLOxZwkBK52BS9QmfiuJAGSoVikI5-1hN,NumPy,SundeepSaradhiKanthety,2021-06-25T12:37:26Z,24778.0,510.0,21.0,16.0,651000,Data Science & AI,6h 26m 8s
UCs6nmQViDpUw0nuIx9c_WvA,PLS1QulWo1RIbLAffCtmmdIjhqp6AECKxt,NumPy,ProgrammingKnowledge,2022-07-30T21:31:07Z,2815.0,49.0,1.0,33.0,1820000,Data Science & AI,4h 47m 25s
UCS2FguffO6HV3o6RrCOcaRg,PLc20sA5NNOvozFyzAoKqc-_qLluA-IeYd,NumPy,WsCubeTechENGLISH,2023-03-01T08:24:46Z,3681.0,44.0,3.0,18.0,67700,Data Science & AI,2h 46m 31s
UC7LvTUQLS7Ap3E0uNkiyY9w,PLI4OVrCFuY54vrstn4KFG9liCrq84zkjf,NumPy,Codeyug,2023-01-22T17:55:46Z,1527.0,34.0,6.0,13.0,32600,Data Science & AI,1h 48m 21s
UCIgXF0FrYJL0a6sMsRIsLvA,PLzgPDYo_3xukqLLjNeuCxj4CwvkJin03Z,NumPy,AmulyasAcademy,2019-10-25T05:12:46Z,35004.0,598.0,42.0,30.0,220000,Data Science & AI,4h 32m 49s
UCJghhFcuEmSUHkfjQcz--QQ,PLZGM26Bt_cku3VRraPDwzzqrav0_u8pDC,NumPy,CodeoftheFuture,2020-12-31T17:10:04Z,4464.0,174.0,25.0,12.0,23600,Data Science & AI,2h 25m 47s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGdEE2jFpL71LsVH5QjDP5s4,Pandas,WsCubeTech,2022-05-30T09:00:41Z,61333.0,910.0,22.0,14.0,3910000,Data Science & AI,3h 39m 30s
UCh9nVJoWXmFb7sLApWGcLPQ,PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy,Pandas,codebasics,2017-01-21T12:16:08Z,289910.0,4155.0,163.0,22.0,1260000,Data Science & AI,4h 32m 39s
UCCezIgC97PvUuR4_gbFUs5g,PL-osiE80TeTsWmV9i9c58mdDCSskIFdDS,Pandas,CoreySchafer,2020-01-08T16:44:09Z,482697.0,10141.0,370.0,11.0,1430000,Data Science & AI,5h 19m 11s
UCCWi3hpnq_Pe03nGxuS7isg,PLKnIA16_RmvbR85fgbfVRKOiMokUKVupy,Pandas,CampusX,2020-03-08T23:30:39Z,30442.0,561.0,23.0,21.0,315000,Data Science & AI,2h 57m 55s
UC7cs8q-gJRlGwj4A8OmCmXg,PLUaB-1hjhk8GZOuylZqLz-Qt9RIdZZMBE,Pandas,AlexTheAnalyst,2023-03-07T11:13:09Z,168645.0,3662.0,148.0,8.0,1030000,Data Science & AI,2h 43m 22s
UCgnr2Lkl1LZf0IOKRDAoJ2g,PLSwH4ViBDl2TVY2_N3isP87-5eeePWIbi,Pandas,AmitThinks,2024-01-15T18:05:53Z,3301.0,59.0,4.0,29.0,250000,Data Science & AI,17h 38m 39s
UC5AX7YJ8h8xu2Q7OIUh4uLQ,PLMfAHlb5o1xFNN0YqoqTTK2Lw7Jx5XECQ,Pandas,DataCodeWithSharad,2022-06-09T16:14:41Z,8096.0,137.0,18.0,14.0,7400,Data Science & AI,5h 20m 10s
UCnVzApLJE2ljPZSeQylSEyg,PL5-da3qGB5ICCsgW1MxlZ0Hq8LL5U3u9y,Pandas,DataSchool,2016-04-07T12:41:37Z,134684.0,2990.0,287.0,38.0,252000,Data Science & AI,11h 45m 58s
UCS2FguffO6HV3o6RrCOcaRg,PLc20sA5NNOvoYKBcN-sgY9TfjNI9x-GHo,Pandas,WsCubeTechENGLISH,2021-03-24T13:53:11Z,1248.0,16.0,1.0,20.0,67700,Data Science & AI,4h 15m 56s
UCNzs7V6xG5GO0i_i6Grojyw,PLfP3JxW-T70Gf4iJXPb0Yw5_-tDRCD6LB,Pandas,IndianAIProduction,2019-06-12T13:31:52Z,33192.0,481.0,31.0,24.0,60100,Data Science & AI,4h 38m 34s
UCO3pT4ZI8x2RVqYWxxcrZsw,PL2Jn4_RetiGQuJJK4zM_ptebqcRh4cF6N,Pandas,upGrad,2025-01-13T10:53:56Z,3486.0,106.0,8.0,1.0,223000,Data Science & AI,4h 20m 34s
UCpcJNrQyW3Ge7w9-dmijW9Q,PLFAYD0dt5xCxdKfIR3ZX3k07qrqEjUZSO,Pandas,SelvaPrabhakaranML,2022-04-19T06:49:56Z,2107.0,23.0,4.0,52.0,31500,Data Science & AI,3h 36m 56s
UCq6fcL4UIqty6VQ2NornYtA,PL1fd5kIddTjnk2IP376CKFIZB_4lTCD08,Pandas,TECHQueen,2024-04-24T12:28:09Z,32754.0,807.0,45.0,22.0,94300,Data Science & AI,2h 48m 11s
UCq6fcL4UIqty6VQ2NornYtA,PL1fd5kIddTjlN6tSmIni2cCr5mINctZ7F,Pandas,TECHQueen,2022-12-08T17:44:50Z,24571.0,591.0,25.0,32.0,94300,Data Science & AI,10h 54m 6s
UC7LvTUQLS7Ap3E0uNkiyY9w,PLI4OVrCFuY54JTXuK-u0tgqr6AKlygrBa,Pandas,Codeyug,2024-01-02T11:29:41Z,621.0,15.0,4.0,33.0,32600,Data Science & AI,5h 18m 28s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGcC0B_FP3bkJ-JIPkV5GuZR,Matplotlib,WsCubeTech,2022-03-01T07:38:34Z,41878.0,648.0,19.0,16.0,3910000,Data Science & AI,4h 25m 31s
UCCezIgC97PvUuR4_gbFUs5g,PL-osiE80TeTvipOqomVEeZ1HRrcEvtZB_,Matplotlib,CoreySchafer,2019-06-09T05:10:34Z,309731.0,6064.0,218.0,10.0,1430000,Data Science & AI,3h 33m 41s
UCgnr2Lkl1LZf0IOKRDAoJ2g,PLSwH4ViBDl2Tau2B--9cJB6P5394XN42O,Matplotlib,AmitThinks,2024-01-26T20:01:20Z,3981.0,43.0,2.0,16.0,250000,Data Science & AI,1h 47m 30s
UCh9nVJoWXmFb7sLApWGcLPQ,PLeo1K3hjS3uu4Lr8_kro2AqaO6CFYgKOl,Matplotlib,codebasics,2017-12-02T23:34:38Z,113696.0,1429.0,61.0,7.0,1260000,Data Science & AI,0h 47m 40s
UCIgXF0FrYJL0a6sMsRIsLvA,PLzgPDYo_3xulakyk7r5h_djrWq1gjD6hm,Matplotlib,AmulyasAcademy,2020-04-15T02:07:20Z,18728.0,290.0,28.0,36.0,220000,Data Science & AI,5h 30m 19s
UC63URkuUvnugRBeTNqmToKg,PLLOxZwkBK52BQjsMFcnOB0wjzAUneSNfI,Matplotlib,SundeepSaradhiKanthety,2021-06-25T08:01:42Z,26456.0,466.0,16.0,20.0,651000,Data Science & AI,4h 5m 36s
UCBlphb6_k7X1P28OCYXMsWg,PL9n0l8rSshSnragNblKDBsT8Xu3otp3jA,Matplotlib,BuildwithAkshit,2020-12-01T18:03:02Z,18449.0,232.0,8.0,93.0,50500,Data Science & AI,4h 12m 47s
UCfzlCWGWYyIQ0aLC5w48gBQ,PLQVvvaa0QuDfefDfXb9Yf0la1fPDKluPF,Matplotlib,sentdex,2015-07-12T02:04:23Z,102912.0,923.0,62.0,32.0,1400000,Data Science & AI,4h 41m 11s
UC5AX7YJ8h8xu2Q7OIUh4uLQ,PLMfAHlb5o1xG0_XXLnt8LygFKOpVjTxuI,Matplotlib,DataCodeWithSharad,2022-05-23T10:47:04Z,3465.0,69.0,8.0,13.0,7400,Data Science & AI,4h 51m 55s
UCkGS_3D0HEzfflFnG0bD24A,PL7ersPsTyYt0xi38mQErgF6CqhKFaMPI8,Matplotlib,MySirGcom,2025-02-10T06:43:44Z,856.0,51.0,8.0,11.0,898000,Data Science & AI,2h 9m 53s
UC-5-tQOZwRPNWKMhwTCpwOA,PLHwXkLexR9MAoKqIgUV9C6whwgCxlzP_M,Matplotlib,CodersLegacy,2022-08-18T18:57:05Z,2416.0,39.0,3.0,28.0,6280,Data Science & AI,4h 54m 1s
UCNzs7V6xG5GO0i_i6Grojyw,PLfP3JxW-T70EfCmI71WF29Q1sDN8WMp4c,Matplotlib,IndianAIProduction,2019-06-20T14:56:14Z,28638.0,457.0,28.0,13.0,60100,Data Science & AI,3h 10m 25s
UCgnr2Lkl1LZf0IOKRDAoJ2g,PLSwH4ViBDl2R35TpL1IV0vm74xlCc5BEV,Matplotlib,AmitThinks,2024-09-01T06:23:49Z,30841.0,572.0,22.0,3.0,250000,Data Science & AI,10h 59m 12s
UCO3pT4ZI8x2RVqYWxxcrZsw,PL2Jn4_RetiGQKRgFikv7j5ototekyfgdU,Matplotlib,upGrad,2024-09-26T10:06:33Z,9511.0,208.0,20.0,2.0,223000,Data Science & AI,3h 48m 53s
UCm-e0BwFejST8d3nTUxJy6A,PLuRv1IekA3YUdhJNrsn-nK71yvTc45OlW,Matplotlib,Ons,2021-10-04T18:21:08Z,6834.0,190.0,15.0,7.0,10100,Data Science & AI,2h 24m 26s
UC0T6MVd3wQDB5ICAe45OxaQ,PLjVLYmrlmjGfhqSO3rF4n02rrj9w2Ch2C,Seaborn,WsCubeTech,2022-06-15T11:18:47Z,20950.0,412.0,14.0,16.0,3910000,Data Science & AI,8h 14m 1s
UCCWi3hpnq_Pe03nGxuS7isg,PLKnIA16_RmvbB1bFGjvS6a8T0mnqawejo,Seaborn,CampusX,2020-03-26T14:30:06Z,8339.0,190.0,6.0,10.0,315000,Data Science & AI,1h 15m 15s
UCxNzLV0gP8nuOZcSfyc0hsg,PL6_D9USWkG1Bu9oQHvqAeurX-hhq_mZNi,Seaborn,AbhishekAgarrwal,2020-03-23T03:42:38Z,7682.0,99.0,6.0,11.0,71700,Data Science & AI,3h 13m 3s
UCS2FguffO6HV3o6RrCOcaRg,PLc20sA5NNOvq8CldEUOZEHnoVIk4svXuZ,Seaborn,WsCubeTechENGLISH,2023-06-16T10:28:24Z,2348.0,30.0,2.0,16.0,67700,Data Science & AI,2h 10m 15s
UCNzs7V6xG5GO0i_i6Grojyw,PLfP3JxW-T70HaBYwsSDadlS3v2VeALgYh,Seaborn,IndianAIProduction,2019-08-02T11:14:59Z,18827.0,340.0,44.0,12.0,60100,Data Science & AI,3h 26m 10s
UCArCI8B7Vlls-HNH-UqW68A,PL4GjoPPG4VqOAwSNw2I-PXUcjw1frHmW2,Seaborn,Learnerea,2021-10-16T05:05:36Z,6044.0,111.0,9.0,23.0,19800,Data Science & AI,5h 9m 0s
UCO3pT4ZI8x2RVqYWxxcrZsw,PL2Jn4_RetiGQKRgFikv7j5ototekyfgdU,Seaborn,upGrad,2024-09-26T10:06:33Z,9511.0,208.0,20.0,2.0,223000,Data Science & AI,3h 48m 53s
UCirb0k3PnuQnRjh8tTJHJuA,PLtPIclEQf-3cG31dxSMZ8KTcDG7zYng1j,Seaborn,KimberlyFessel,2020-06-29T18:05:20Z,25055.0,676.0,60.0,26.0,22000,Data Science & AI,5h 14m 4s
UCo-3_hRV1Zk2dyvcIReeyKg,PL998lXKj66MpNd0_XkEXwzTGPxY2jYM2d,Seaborn,DataScienceforAll,2017-11-07T03:16:01Z,10858.0,88.0,6.0,26.0,9220,Data Science & AI,4h 52m 39s
UC9JWnvl5ZjZv09F5RqiLptw,PLLhBy6YSIT0DgjYR10eFQUnlu6-X9Qa2Y,Seaborn,SCALER,2023-10-31T12:26:59Z,7383.0,221.0,9.0,7.0,323000,Data Science & AI,13h 10m 56s
UCBlphb6_k7X1P28OCYXMsWg,PL9n0l8rSshSnragNblKDBsT8Xu3otp3jA,Seaborn,BuildwithAkshit,2020-12-01T18:03:02Z,18449.0,232.0,8.0,93.0,50500,Data Science & AI,4h 12m 47s
UCxSsBv0zL1XNNNYnUovT5_g,PLpoANyiDUFjm-5jfVbQk4KDtAM7_gK8UU,Seaborn,SkillsPragati,2023-02-15T18:15:52Z,287.0,5.0,0.0,80.0,2940,Data Science & AI,11h 13m 49s
UCWcoVLCPCwPrb5wcbmw3qEQ,PLBfyvFO_aKGRaJmdo501Hu_wXwgmjbR50,Seaborn,DebarshiCHANDA,2021-04-30T09:31:17Z,42135.0,1047.0,94.0,11.0,45,Data Science & AI,2h 3m 36s
UCaQDPQ9SyZswqx_XaEC1z2w,PLqhcwkSGeSZFkFtMi3BKVLUg8HalV5kT5,Seaborn,CodingAnalytics,2024-10-04T08:25:44Z,42.0,1.0,0.0,9.0,655,Data Science & AI,8h 30m 3s
UCnVpEcfut-Bu1IFmQr7vRuw,PLqcaZayCJLpIt_iSbhLx1_UpRIvNjlhxq,Seaborn,DeepMatrix,2021-01-27T10:45:39Z,669.0,10.0,2.0,6.0,984,Data Science & AI,0h 37m 43s
UC8OU1Tc1kxiI37uXBAbTX7A,PLkz1SCf5iB4dXiPdFD4hXwheRGRwhmd6K,Apache Spark,LearningJournal,2017-10-05T13:19:42Z,44789.0,524.0,51.0,21.0,80600,Data Science & AI,5h 3m 51s
UCwBs8TLOogwyGd0GxHCp-Dw,PL3N9eeOlCrP5PfpYrP6YxMNtt5Hw27ZlO,Apache Spark,AIEngineering,2020-03-06T01:25:41Z,21520.0,296.0,41.0,30.0,77600,Data Science & AI,15h 12m 14s
UCa7yaiTrUh5Wgg4fUvg9WJw,PL6UwySlcwEYKiC-EjEmN4f33c5fVpbzha,Apache Spark,AmpCode,2023-02-04T13:21:27Z,17456.0,193.0,31.0,25.0,16000,Data Science & AI,6h 26m 12s
UC9xghV-TcBwGvK-aEMhpt5w,PLLa_h7BriLH0FzTY5aBFpH-vciOiEf4Br,Apache Spark,DataEngineering,2020-09-15T06:04:49Z,32610.0,532.0,22.0,40.0,205000,Data Science & AI,9h 7m 34s
UCsvqVGtbbyHaMoevxPAq9Fg,PLEiEAq2VkUUK3tuBXyd01meHuDj7RLjHv,Apache Spark,Simplilearn,2019-08-01T09:47:25Z,59702.0,563.0,19.0,26.0,5070000,Data Science & AI,30h 8m 9s
UCEdMzQ0m9WcZQepgizrHpMw,PL7_h0bRfL52qWoCcS18nXcT1s-5rSa1yp,Apache Spark,BryanCafferky,2021-01-11T00:31:33Z,15999.0,296.0,22.0,42.0,45900,Data Science & AI,13h 57m 52s
UCVLbzhxVTiTLiVKeGV7WEBg,PLWPirh4EWFpGkGRCRPiZWRfeYoVDpmvRv,Apache Spark,TutorialsPoint,2018-10-24T05:02:55Z,44289.0,164.0,6.0,50.0,3650000,Data Science & AI,3h 34m 14s
UCCAaOU-OwnZVsfU90VQyGsg,PLxNoJq6k39G9lTU9A65HwC0uWD-XkqqOi,Apache Spark,GarageEducation,2024-05-11T13:17:26Z,1328.0,36.0,4.0,27.0,11900,Data Science & AI,3h 45m 53s
UCW9fS654SCO4tXO2lG5x54g,PLZLq2I6Y6m-kxL4kzDqOqEODixNO_fa3_,Apache Spark,TG117Hindi,2018-02-02T18:01:52Z,37497.0,762.0,44.0,17.0,28400,Data Science & AI,3h 36m 57s
UCacvJAgrPTjSEdnZObMzpqQ,PLTsNSGeIpGnGkpfKMf7ilFmzfx6AjMKyT,Apache Spark,MANISHKUMAR,2023-03-06T05:55:18Z,44474.0,830.0,99.0,26.0,32700,Data Science & AI,8h 57m 44s
UCQ2gHeGYcXhl6GA8CuUuBLw,PLeEh_6coH9EpIwsiNiDCW0V-UjNZElF0d,Apache Spark,PhilippBrunenberg,2023-09-20T11:59:42Z,7237.0,68.0,8.0,18.0,3580,Data Science & AI,2h 35m 35s
UCioEIe1o73G-oGR4b34E7Dg,PLbk_EDDIZpfYHlJ_mnyWFgt1CeTPZXXTD,Apache Spark,MelvinL,2016-05-10T13:52:48Z,55786.0,248.0,14.0,14.0,19100,Data Science & AI,3h 3m 50s
UCkw4JCwteGrDHIsyIIKo4tQ,PL9ooVrP1hQOGyFc60sExNX1qBWJyV5IMb,Apache Spark,edureka,2014-07-29T07:03:59Z,55282.0,412.0,12.0,58.0,4360000,Data Science & AI,55h 50m 48s
UCnErAicaumKqIo4sanLo7vQ,PLjwVjYMyoFoFO-TvZuxmqe5nlfr8xG5lk,Apache Spark,LuanMorenoEngenhariadeDadosAcademy,2022-02-17T19:09:03Z,4165.0,152.0,3.0,19.0,53900,Data Science & AI,6h 41m 56s
UCu4mLxrAkMEcjK9N1yJOxyA,PL8rcHwQO3nbI-jj0D7jbFohJQwBOFyiB_,Apache Spark,JobReadyProgrammer,2024-05-11T12:26:33Z,2220.0,38.0,4.0,8.0,120000,Data Science & AI,1h 24m 6s
UCyHta2dyCTkf29AB67AYn7A,PLYwpaL_SFmcAhiP6C1qVorA7HZRejRE6M,Apache Hadoop,5MinutesEngineering,2018-11-27T02:56:58Z,213092.0,6838.0,83.0,11.0,753000,Data Science & AI,1h 3m 47s
UCObs0kLIrDjX2LLSybqNaEA,PLlgLmuG_KgbasW0lpInSAIxYd2vqAEPit,Apache Hadoop,GreatLearning,2018-11-05T14:55:49Z,60793.0,784.0,19.0,17.0,943000,Data Science & AI,8h 22m 3s
UCa7yaiTrUh5Wgg4fUvg9WJw,PL6UwySlcwEYJ2hFuGIvr4VEHUAfl-GCNT,Apache Hadoop,AmpCode,2022-03-05T15:51:11Z,6589.0,68.0,7.0,59.0,16000,Data Science & AI,12h 38m 3s
UC4D9rH-b1n_wHn74rx4nacQ,PLeUBsMTwZBi1gNK_q0SWy0hTCzhc8zRRU,Apache Hadoop,UnboxingBigData,2018-11-26T17:50:47Z,13023.0,169.0,30.0,21.0,7340,Data Science & AI,4h 48m 1s
UCCktnahuRFYIBtNnKT5IYyg,PLVHgQku8Z937wHNqd2z_8_ze_HBVhfBRt,Apache Hadoop,Intellipaat,2017-01-11T10:09:31Z,30416.0,345.0,29.0,80.0,11700000,Data Science & AI,99h 25m 28s
UCi4NERbFAgx7F5KJWJGih-g,PLJlKGwy-7Ac6ASmzZPjonzYsV4vPELf0x,Apache Hadoop,JoshuaHruzik,2020-10-30T21:08:31Z,9584.0,80.0,8.0,9.0,884,Data Science & AI,2h 16m 45s
UCqzNCDUyzXqLwS8igh-nVZQ,PLQ0us0frqZ1TpadK2RlAcejdmul45i7nG,Apache Hadoop,Bigdatacoach,2023-08-21T03:11:37Z,1151.0,15.0,3.0,13.0,311,Data Science & AI,5h 43m 22s
UCFQucNX7WsUwaWGNTrn6bIQ,PLe1T0uBrDrfOuXNGWSoP5KmRIN_ESkCIE,Apache Hadoop,DataMaking,2019-07-30T15:01:23Z,22702.0,163.0,24.0,8.0,14300,Data Science & AI,1h 57m 44s
UCkw4JCwteGrDHIsyIIKo4tQ,PL9ooVrP1hQOEmUPq5vhWfLYJH_b9jFBbR,Apache Hadoop,edureka,2017-01-02T08:21:44Z,130034.0,1187.0,45.0,60.0,4360000,Data Science & AI,62h 34m 15s
UC4o8Fdpv3g_AjgShAeivqpA,PLVlQHNRLflP-25J2HH5THw854aF2KD3Zk,Apache Hadoop,NareshiTechnologies,2016-08-30T03:47:58Z,14430.0,124.0,10.0,14.0,1320000,Data Science & AI,5h 21m 52s
UCFQucNX7WsUwaWGNTrn6bIQ,PLe1T0uBrDrfOT5FKbb3RVRr0DauAV3wx1,Apache Hadoop,DataMaking,2020-11-04T14:27:00Z,904.0,12.0,10.0,10.0,14300,Data Science & AI,2h 52m 21s
UCiKnHBHqWhRPkEXkfJc0Lrw,PLDBADHjR9XKkMHLF6H_g0jIKt4XKYhPkj,Apache Hadoop,StudyData,2019-03-03T03:11:37Z,6908.0,58.0,4.0,13.0,1140,Data Science & AI,2h 5m 41s
UCZqHmLZxX0KC6PiJHETflOg,PLtfmIPhU2DkNDLMLPQS28A5TF75exFt_F,Apache Hadoop,TechWithViresh,2019-05-12T16:00:28Z,1360.0,22.0,2.0,20.0,9650,Data Science & AI,3h 16m 10s
UCVLbzhxVTiTLiVKeGV7WEBg,PLWPirh4EWFpENnR0p1JvhJkyTK1M0sOLR,Apache Hadoop,TutorialsPoint,2018-11-09T06:06:47Z,31060.0,192.0,4.0,67.0,3650000,Data Science & AI,6h 10m 16s
UCJihyK0A38SZ6SdJirEdIOw,PLxCzCOWd7aiHUUi6ZlansKbDw_cXut0El,Apache Hadoop,GateSmashers,2022-09-23T09:07:29Z,282004.0,4995.0,110.0,7.0,2290000,Data Science & AI,1h 16m 16s
UCDRIRARj_POOD2VClRMkqSQ,PLoz1vq3JRiWNZBHNOf8uGuXaYTTogQA0t,Docker,mohityadav,2022-03-11T08:19:34Z,334980.0,9829.0,703.0,8.0,21,DevOps & Cloud,6h 29m 57s
UCTt7pyY-o0eltq14glaG5dg,PLhW3qG5bs-L99pQsZ74f-LC-tOEsBp2rK,Docker,AutomationStepbyStep,2017-05-16T16:07:37Z,307152.0,3168.0,351.0,19.0,551000,DevOps & Cloud,4h 3m 11s
UCvHX2bCZG2m9ddUhwxudKYA,PL8p2I9GklV47v6WZTjHAqdsHxpTIpjRwn,Docker,CodeStepByStep,2023-08-16T12:10:39Z,42102.0,1284.0,57.0,17.0,351000,DevOps & Cloud,2h 22m 58s
UCnnQ3ybuyFdzvgv2Ky5jnAA,PLdpzxOOAlwvLjb0vTD9BXLOwwLD_GWCmC,Docker,AbhishekVeeramalla,2023-05-15T18:44:48Z,124745.0,2520.0,210.0,12.0,451000,DevOps & Cloud,9h 20m 9s
UCW5YeuERMmlnqo4oq8vwUpg,PL4cUxeGkcC9hxjeEtdHFNYMtCpjNBm3h7,Docker,NetNinja,2022-02-02T11:17:01Z,117599.0,2292.0,86.0,13.0,1740000,DevOps & Cloud,2h 5m 11s
UCvk2Fst1h1a0StSnUcvGfBQ,PL9LY4jTSNS23ti3R5m-mXjHEZXakOotAQ,Docker,NehraClasses,2024-11-06T08:39:41Z,884.0,85.0,6.0,38.0,54400,DevOps & Cloud,30h 29m 33s
UCwZvXrdhT4sUI5_NyeKzDdA,PLYEK_dHOjwtMxKufouGs2QGLH1qhJw0T-,Docker,LinuxWaleGuruji,2024-10-08T05:51:56Z,836.0,27.0,2.0,13.0,20300,DevOps & Cloud,11h 36m 45s
UCdngmbVKX1Tgre699-XLlUA,PLy7NrYWoggjwPggqtFsI_zMAwvG0SqYCb,Docker,TechWorldwithNana,2019-10-11T11:28:57Z,242089.0,5897.0,217.0,66.0,1250000,DevOps & Cloud,8h 21m 10s
UCLGY6_j7kZfA1dmmjR1J_7w,PLNmsVeXQZj7oea6IDCLzpKe5XfLmWCwgr,Docker,TheMorpheusTutorials,2022-03-31T13:11:54Z,11645.0,227.0,13.0,44.0,263000,DevOps & Cloud,4h 1m 55s
UCdngmbVKX1Tgre699-XLlUA,PLy7NrYWoggjzfAHlUusx2wuDwfCrmJYcs,Docker,TechWorldwithNana,2020-05-06T10:56:40Z,168853.0,4606.0,141.0,17.0,1250000,DevOps & Cloud,4h 25m 16s
UCqCGL2oiIC4sLi1A1n6xHiA,PLpLBSl8eY8jQoCTOJCFdF957oXNsW8wSj,Docker,AshokIT,2022-10-22T07:29:23Z,13771.0,341.0,26.0,7.0,118000,DevOps & Cloud,10h 51m 38s
UCCLgKER7DNJc5sGXjMktsXg,PL6XT0grm_Tfje2ySztzdhp0HmCjVj5P4z,Docker,GauravSharma,2018-10-29T08:56:43Z,15218.0,0.0,25.0,70.0,99900,DevOps & Cloud,11h 8m 57s
UCDLhbWS99zfYPnGj4NpRBGg,PLFoX_td1iTj-ATh48yU4qudcsLPi2kzv0,Docker,NextOpsVideos,2023-01-28T22:07:47Z,28646.0,519.0,70.0,15.0,59100,DevOps & Cloud,5h 24m 13s
UCwNkfXk5b3sW02QcWUbTgVg,PLs-PsDpuAuTeNx3OgGQ1QrpNBo-XE6VBh,Docker,LearnWithKASTRO,2024-06-10T07:16:08Z,394.0,16.0,2.0,23.0,4300,DevOps & Cloud,12h 53m 3s
UC46vj6mN-6kZm5RYWWqebsg,PLUDwpEzHYYLtpm24ojHwubwmMNQildHBc,Docker,SDETQA,2019-08-11T06:52:13Z,30194.0,309.0,28.0,8.0,771000,DevOps & Cloud,3h 28m 22s
UCnnQ3ybuyFdzvgv2Ky5jnAA,PLdpzxOOAlwvJdsW6A0jCz_3VaANuFMLpc,Kubernetes,AbhishekVeeramalla,2021-01-03T18:50:24Z,98631.0,1957.0,203.0,32.0,451000,DevOps & Cloud,25h 51m 12s
UCh7dyZMOHspOSnDYTNfyMSA,PLl4APkPHzsUUOkOv3i62UidrLmSB8DcGC,Kubernetes,TechTutorialswithPiyush,2024-05-08T14:35:10Z,14277.0,597.0,104.0,46.0,61700,DevOps & Cloud,22h 53m 34s
UCx6ZLQae1a6-elAgh_f-sXQ,PL-yO32WqsOQgVcd1cSfbU6YsUwVBTTACr,Kubernetes,TechWithPrerit,2024-03-19T08:40:55Z,10342.0,274.0,44.0,12.0,21100,DevOps & Cloud,23h 45m 48s
UCcWV3hNcxi-l4cmHZGwqjEw,PL5yTXsHqphjtp26VEnX_4uE5xZT1WCfMo,Kubernetes,SoujatyaBhattacharya,2021-12-30T08:54:07Z,189243.0,5953.0,590.0,10.0,63,DevOps & Cloud,13h 53m 22s
